Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Amount,Class
58313.33368283584,2.921497267118341,-2.3482819333737033,-0.9061676579995639,-1.8180269456642857,-1.3076972460515879,-0.6634152114003946,2.061214113541184,0.43723165718335083,-0.13215326293229657,2.016687686101643,26.94914197312896,0
134001.11123066934,-0.030440885500443327,-0.5295675115754037,-0.6173417959524741,-0.8636766878591849,-0.18765210890755826,-0.4323262162712813,-2.3055409666732722,2.6603561563956633,-0.7482472979754844,0.44851614918999283,95.02499211961627,0
107804.2093445048,-2.6827828387219648,0.9398518676755163,-2.016592926039955,-0.24921358233267463,-0.6326540593247867,-1.2262547040048526,-0.9776641960456639,0.298084643541354,-1.5498583791443976,-1.7587989418794676,3.543513521265064,0
6149.707161512668,1.1667390337340138,2.8866275409148585,3.0164434954278887,1.1671023209282496,-1.5267044570619612,-1.0209616974489273,-2.335148066683581,-1.842046732861856,0.16137197765082528,-1.0092583244673647,158.41859145087983,0
99721.21489997114,1.2086737137081562,1.6609105271875626,3.172803259090477,-0.2883385882034658,-0.8538094266015828,1.852664136189231,-0.9277778542984599,-1.9069678502037464,-1.7926856814888634,-0.6246619168876117,88.05148964199604,0
42759.62345323783,-0.23538049949684559,2.4471795311817828,-1.605977601943312,-1.018551006890951,1.6752200557793036,-0.8859920420756724,0.25605466415052613,-1.8604100239297385,-0.6760630791636639,2.3234895671230738,138.96829017495745,0
25413.120916690325,-3.1257651065552485,0.7359997396695743,0.40240886310114177,0.9563688664970925,-1.026857489017628,2.346130533714715,0.23516828788974967,0.8698700480745762,1.1812221598314665,0.15910066434950562,99.65142971223085,0
111066.7948300237,-0.980606771180657,0.22368052253402843,1.214913717819845,-0.5274097469227923,-0.5999070123728849,-1.623771683132669,2.699957431193972,-2.0393879738445078,0.2593697122744171,-3.665921569013596,93.07525638742221,0
81178.42831176058,-0.15296217348871616,0.3421269255578929,0.12212358195940576,-0.2746735140900266,-0.024651745895187066,-3.0034904940156233,-0.47670061939422714,-2.4123325633748793,-1.425088320365304,-0.09379717141821806,128.5173285652332,0
14056.418504675145,0.9500344650511123,1.6524291733871173,0.7339803649469856,3.4032336714808533,0.46063881934056966,-1.024283135238756,-0.20341168791575967,-0.044938233769855444,0.8868947492401371,1.1273132742661773,54.52687805113577,0
67071.9286930958,-1.284279498292527,1.348355687252648,2.1967435051553483,-0.3948170823249275,-1.667303833485528,3.7139742730617082,-1.5949667792876077,0.42474398197776736,1.0108892944861343,-1.298093796649107,32.528467226960146,0
166125.2661112651,-2.1373736464994693,-0.8344226265936654,1.0656621219485762,0.1623716864928259,1.7312938884618032,-0.9081620331735258,1.7530401133035667,0.33480734205360513,-0.8779621269714648,-0.4555075976577794,220.99331479879314,0
51467.72116664138,1.5536127588704938,0.6964521211139326,2.204515933989324,0.02376223963166671,0.02844956519363767,-0.7543068236755734,0.45445196676683275,1.8957231480310743,1.0622136552671306,1.4224430557715466,1.8063290613053773,0
60905.90506343553,-1.1598846257097393,-1.5595056590287208,-2.014118524227607,-0.47019207834583676,-1.3264536545241428,-0.17692421092589372,1.2227412882393953,-0.006578393890117223,-0.5643909295536256,-2.100243580303781,243.03314590010856,0
27882.988590645495,-1.1329883309015873,1.6118814687147112,2.5542718148706314,-2.203655044371947,-0.38690763671548434,0.16573995997337848,-1.1261255602565448,0.0066377664214616215,-0.9987223001664352,-0.5621511664691857,34.48976321935835,0
40379.84003343223,0.2225733868614317,-1.289382725553126,-0.6718136292725985,-0.8059351440018778,-0.10188554709527234,-0.5664320660825778,1.4612975020047738,-1.116172759246512,-0.654550864770121,-2.3476055051277624,58.171288372334566,0
85120.46569721593,-2.3907877317607413,-1.4989236329461983,0.9613653294605776,1.5136006745614206,0.5800639892172645,0.8226291824961772,0.6212628153443268,-2.5078772244434457,-0.9987198263627735,1.4556673851667268,24.725846562240186,0
153237.07275079144,-6.915809500878286,5.164714699468982,-8.24744062524459,5.8194383354186705,-3.6595497560386283,-2.0297706280097003,-5.265642625056122,3.178690000363334,-0.20191419301201918,-8.01748010808907,74.74257360685692,1
91105.4718702774,-1.0859241433908857,-2.987974297110297,1.9511028857798336,-3.5332907497254338,0.018885878766966957,-2.513588477597144,-1.4961857893950625,0.4519798179657006,0.009180846826312206,-1.1072308814744145,17.325972612620426,0
69513.30201416326,0.749258699742291,-0.2137686119991798,-0.8845486286113673,-0.9075101125246324,0.008109238945734232,-0.8118881994914631,-2.883822674311292,1.1595851397134072,1.553612409966427,-1.7704133716450527,26.480486987969776,0
171529.11369978942,-4.626775243116449,3.8020513070174067,-2.655734737368439,1.0956674261845056,-6.257221925378197,-5.284957594268036,-2.418078608568639,1.2421004507682691,-1.6635049133777906,-5.768748859346021,168.40729563347833,1
19859.502427916672,-1.3922707038348194,2.0770436968215047,1.3580180764736276,-1.9449549367393204,-0.9413346492305896,-0.46865034082765866,-1.3515429766027967,1.2802446795690738,2.511181110420041,0.024529186716186563,68.9815354361597,0
163417.98254702293,-1.0601749205126265,-0.1776053610811395,2.336637570169783,0.6191593767716456,-0.7326697528347652,1.4964374136505592,1.011526599789796,-1.4459481350220083,-0.9722202090378944,0.04620933037535205,154.79024694634495,0
107779.59479192847,0.09886952987352926,0.18333055348565147,-0.7194972953995804,-1.0662845187167809,0.16221402439811777,-2.2598412737084104,0.8125685974140149,-0.7774822716340394,3.0395661694223417,-0.8423553728600249,188.28612364618579,0
128147.26225338678,-1.4046557250302332,-1.0578842396646648,1.16288207050289,2.4629952996035147,1.8533359937740939,-0.9124133973943702,-0.48306149829883005,-0.6811155145198639,-0.5141375478590127,0.42435847694570616,18.15592300817437,0
160011.52141853582,-6.077407189763704,1.3556188569397412,-8.36293015762996,5.204817749930452,-6.147641170555158,-1.5776333166564525,-3.926591298219355,1.6132246444037461,0.46479816639427884,-5.685849426722449,298.53640190856703,1
66323.26343041455,2.3371105499344815,1.5438353784556682,2.0379713151408065,1.1101879951398939,-0.30526705303574436,0.08399892889533574,-2.1549683070927887,0.8409199483108419,-1.3974944439573886,-3.0026112665554847,146.26194188907283,0
